compound,modifier,head,frequency_class
Schwerbehindertenrecht,Schwerbehinderte,Recht,15.0
Schwerbehinderter,schwer,Behinderter,17.0
Schwerbehinderung,schwer,Behinderung,13.0
Schwerchemikalie,schwer,Chemikalie,
Schwerebeschleunigung,Schwere,Beschleunigung,
Schwerefeld,Schwere,Feld,18.0
Schweregrad,Schwere,Grad,15.0
Schweremessung,Schwere,Messung,19.0
Schwergewebe,schwer,Gewebe,
Schwergewicht,schwer,Gewicht,15.0
Schwergewichtsboxen,Schwergewicht,Boxen,
Schwergewichtsboxer,Schwergewicht,Boxer,
Schwergewichtsklasse,Schwergewicht,Klasse,
Schwergewichtstitel,Schwergewicht,Titel,
Schwergewichtsweltmeister,Schwergewicht,Weltmeister,19.0
Schwerindustrie,schwer,Industrie,18.0
Schwerion,schwer,Ion,
Schwerkraft,schwer,Kraft,14.0
Schwerkraftwirkung,Schwerkraft,Wirkung,
Schwerlast,schwer,Last,
Schwerlaster,schwer,Laster,
Schwerlastwagen,schwer,Lastwagen,
Schwermaschine,schwer,Maschine,
Schwermaschinenbau,schwer,Maschinenbau,
Schwermetall,schwer,Metall,17.0
Schwermetallbelastung,Schwermetall,Belastung,19.0
Schwermetallgehalt,Schwermetall,Gehalt,
Schwermetallsalz,Schwermetall,Salz,
Schwermut,schwer,Mut,18.0
Schwerpunkt,schwer,Punkt,8.0
Schwerpunktaktion,Schwerpunkt,Aktion,19.0
Schwerpunktbereich,Schwerpunkt,Bereich,15.0
Schwerpunktbildung,Schwerpunkt,Bildung,15.0
Schwerpunktfach,Schwerpunkt,Fach,16.0
Schwerpunktgebiet,Schwerpunkt,Gebiet,
Schwerpunktkontrolle,Schwerpunkt,Kontrolle,19.0
Schwerpunktlage,Schwerpunkt,Lage,
Schwerpunktprogramm,Schwerpunkt,Programm,17.0
Schwerpunktregion,Schwerpunkt,Region,19.0
Schwerpunktsetzung,Schwerpunkt,Setzung,13.0
Schwerpunktstaatsanwaltschaft,Schwerpunkt,Staatsanwaltschaft,
Schwerpunktthema,Schwerpunkt,Thema,13.0
Schwerpunktverlagerung,Schwerpunkt,Verlagerung,18.0
Schwerspat,schwer,Spat,
Schwerstarbeit,schwerste,Arbeit,17.0
Schwerstarbeiter,schwerste,Arbeiter,19.0
Schwerstkriminalität,schwerste,Kriminalität,18.0
Schwerstverbrecher,schwerste,Verbrecher,
Schwertfeger,Schwert,Feger,16.0
Schwertfisch,Schwert,Fisch,
Schwertgriff,Schwert,Griff,
Schwerthieb,Schwert,Hieb,
Schwertkampf,Schwert,Kampf,
Schwertklinge,Schwert,Klinge,
Schwertkämpfer,Schwert,Kämpfer,
Schwertleite,Schwert,Leite,
Schwertlilie,Schwert,Lilie,17.0
Schwertliliengewächs,Schwertlilie,Gewächs,
Schwertpflanze,Schwert,Pflanze,
Schwertransport,schwer,Transport,
Schwertransporter,schwer,Transporter,19.0
Schwertritterorden,Schwertritter,Orden,
Schwertscheide,Schwert,Scheide,19.0
Schwertschwanz,Schwert,Schwanz,
Schwertspitze,Schwert,Spitze,
Schwerttanz,Schwert,Tanz,
Schwertträger,Schwert,Träger,
Schwertwal,Schwert,Wal,
Schwerverbrechen,schwer,Verbrechen,
Schwerverbrecher,schwer,Verbrecher,19.0
Schwerverkehr,schwer,Verkehr,17.0
Schwerverkehrsabgabe,Schwerverkehr,Abgabe,
Schwerverletzte,schwer,Verletzte,17.0
Schwerverletzter,schwer,Verletzter,17.0
Schweröl,schwer,Öl,17.0
Schwesterart,Schwester,Art,
Schwesterboot,Schwester,Boot,
Schwesterfirma,Schwester,Firma,18.0
Schwestergesellschaft,Schwester,Gesellschaft,17.0
Schwesterinsel,Schwester,Insel,
Schwesterkirche,Schwester,Kirche,
Schwestermodell,Schwester,Modell,19.0
Schwesterngemeinschaft,Schwester,Gemeinschaft,
Schwesternhaus,Schwester,Haus,19.0
Schwesternheim,Schwester,Heim,
Schwesternhelferin,Schwester,Helferin,19.0
Schwesternkittel,Schwester,Kittel,
Schwesternschule,Schwester,Schule,
Schwesterntracht,Schwester,Tracht,
Schwesternwohnheim,Schwester,Wohnheim,17.0
Schwesternzimmer,Schwester,Zimmer,
Schwesterorganisation,Schwester,Organisation,17.0
Schwesterpartei,Schwester,Partei,17.0
Schwesterprojekt,Schwester,Projekt,19.0
Schwesterschiff,Schwester,Schiff,
Schwestersender,Schwester,Sender,
Schwesterstadt,Schwester,Stadt,17.0
Schwesterunternehmen,Schwester,Unternehmen,17.0
Schwesterzeitung,Schwester,Zeitung,
Schwiegereltern,schwieger,Eltern,16.0
Schwiegerfamilie,schwieger,Familie,
Schwiegerkind,schwieger,Kind,
Schwiegermama,schwieger,Mama,19.0
Schwiegermutter,schwieger,Mutter,16.0
Schwiegerpapa,schwieger,Papa,
Schwiegersohn,schwieger,Sohn,15.0
Schwiegertochter,schwieger,Tochter,16.0
Schwiegervater,schwieger,Vater,16.0
Schwierigkeitsgrad,Schwierigkeit,Grad,13.0
Schwierigkeitsskala,Schwierigkeit,Skala,
Schwierigkeitsstufe,Schwierigkeit,Stufe,18.0
Schwimmabteilung,schwimmen,Abteilung,19.0
Schwimmabzeichen,schwimmen,Abzeichen,16.0
Schwimmanzug,schwimmen,Anzug,
Schwimmart,schwimmen,Art,
Schwimmausbildung,schwimmen,Ausbildung,17.0
Schwimmbad,schwimmen,Bad,13.0
Schwimmbadbesuch,Schwimmbad,Besuch,18.0
Schwimmbadwasser,Schwimmbad,Wasser,
Schwimmbagger,schwimmen,Bagger,
Schwimmbahn,schwimmen,Bahn,19.0
Schwimmbecken,schwimmen,Becken,15.0
Schwimmbeutler,schwimmen,Beutler,
Schwimmbewegung,schwimmen,Bewegung,18.0
Schwimmblase,schwimmen,Blase,
Schwimmblatt,schwimmen,Blatt,
Schwimmbrett,schwimmen,Brett,18.0
Schwimmbrille,schwimmen,Brille,18.0
Schwimmbrücke,schwimmen,Brücke,
Schwimmdock,schwimmen,Dock,
Schwimmente,schwimmen,Ente,
Schwimmerbecken,Schwimmer,Becken,16.0
Schwimmerbereich,Schwimmer,Bereich,19.0
Schwimmeuropameisterschaft,schwimmen,Europameisterschaft,
Schwimmfarn,schwimmen,Farn,
Schwimmfest,schwimmen,Fest,19.0
Schwimmflosse,schwimmen,Flosse,
Schwimmflügel,schwimmen,Flügel,18.0
Schwimmfreund,schwimmen,Freund,
Schwimmfähigkeit,schwimmen,Fähigkeit,17.0
Schwimmgreifer,schwimmen,Greifer,
Schwimmhalle,schwimmen,Halle,14.0
Schwimmhaut,schwimmen,Haut,19.0
Schwimmhilfe,schwimmen,Hilfe,
Schwimmhose,schwimmen,Hose,
Schwimmklub,schwimmen,Klub,
Schwimmkrabbe,schwimmen,Krabbe,
Schwimmkran,schwimmen,Kran,
Schwimmkurs,schwimmen,Kurs,17.0
Schwimmkäfer,schwimmen,Käfer,
Schwimmkörper,schwimmen,Körper,17.0
Schwimmlehrer,schwimmen,Lehrer,19.0
Schwimmmeister,schwimmen,Meister,18.0
Schwimmnatter,schwimmen,Natter,
Schwimmnudel,schwimmen,Nudel,19.0
Schwimmpanzer,schwimmen,Panzer,
Schwimmraubkäfer,schwimmen,Raubkäfer,
Schwimmrichtung,schwimmen,Richtung,18.0
Schwimmschule,schwimmen,Schule,19.0
Schwimmsport,schwimmen,Sport,17.0
Schwimmstadion,schwimmen,Stadion,19.0
Schwimmstar,schwimmen,Star,
Schwimmsteg,schwimmen,Steg,
Schwimmstil,schwimmen,Stil,
Schwimmstrecke,schwimmen,Strecke,
Schwimmstunde,schwimmen,Stunde,
Schwimmteam,schwimmen,Team,19.0
Schwimmteich,schwimmen,Teich,19.0
Schwimmtrainer,schwimmen,Trainer,19.0
Schwimmtraining,schwimmen,Training,19.0
Schwimmunterricht,schwimmen,Unterricht,14.0
Schwimmverband,schwimmen,Verband,18.0
Schwimmverein,schwimmen,Verein,18.0
Schwimmversuch,schwimmen,Versuch,
Schwimmweltmeisterschaft,schwimmen,Weltmeisterschaft,
Schwimmweste,schwimmen,Weste,18.0
Schwimmwettbewerb,schwimmen,Wettbewerb,19.0
Schwimmwettkampf,schwimmen,Wettkampf,19.0
Schwimmzentrum,schwimmen,Zentrum,
Schwimmzug,schwimmen,Zug,
Schwimmübung,schwimmen,Übung,
Schwindelanfall,Schwindel,Anfall,
Schwindelgefühl,Schwindel,Gefühl,17.0
Schwindsucht,schwinden,Sucht,17.0
Schwindungszugabe,Schwindung,Zugabe,
Schwingboden,schwingen,Boden,
Schwingdeckel,schwingen,Deckel,
Schwingkreis,schwingen,Kreis,19.0
Schwingquarz,schwingen,Quarz,
Schwingrasen,schwingen,Rasen,19.0
Schwingschleifer,schwingen,Schleifer,
Schwingsieb,schwingen,Sieb,
Schwingtür,schwingen,Tür,
Schwingungsamplitude,Schwingung,Amplitude,
Schwingungsdauer,Schwingung,Dauer,
Schwingungsdämpfer,Schwingung,Dämpfer,19.0
Schwingungsdämpfung,Schwingung,Dämpfung,
Schwingungsebene,Schwingung,Ebene,18.0
Schwingungseinheit,Schwingung,Einheit,
Schwingungsfrequenz,Schwingung,Frequenz,
Schwingungszahl,Schwingung,Zahl,
Schwingungszustand,Schwingung,Zustand,
Schwirrflug,schwirren,Flug,
Schwitzbad,schwitzen,Bad,18.0
Schwitzhütte,schwitzen,Hütte,
Schwitzkasten,schwitzen,Kasten,
Schwitzwasser,schwitzen,Wasser,
Schwulenbar,Schwule,Bar,
Schwulenberatung,Schwule,Beratung,19.0
Schwulenbewegung,Schwule,Bewegung,
Schwulenehe,Schwule,Ehe,
Schwulengruppe,Schwule,Gruppe,
Schwulenkneipe,Schwule,Kneipe,
Schwulenlokal,Schwule,Lokal,
Schwulenszene,Schwule,Szene,
Schwulenverband,Schwule,Verband,18.0
Schwulenzentrum,Schwule,Zentrum,
Schwulsein,schwul,Sein,
Schwungbein,Schwung,Bein,
Schwungfeder,Schwung,Feder,
Schwungmasse,Schwung,Masse,
Schwungrad,Schwung,Rad,
Schwungscheibe,Schwung,Scheibe,
Schwurgericht,Schwur,Gericht,18.0
Schwurgerichtskammer,Schwurgericht,Kammer,19.0
Schwurgerichtssaal,Schwurgericht,Saal,
Schwurhand,Schwur,Hand,
Schwächeanfall,Schwäche,Anfall,18.0
Schwächegefühl,Schwäche,Gefühl,17.0
Schwächeperiode,Schwäche,Periode,
Schwächephase,Schwäche,Phase,19.0
Schwächezone,Schwäche,Zone,
Schwächezustand,Schwäche,Zustand,
Schädelbasis,Schädel,Basis,16.0
Schädelbasisbruch,Schädelbasis,Bruch,
Schädelbruch,Schädel,Bruch,
Schädeldach,Schädel,Dach,
Schädeldecke,Schädel,Decke,19.0
Schädelform,Schädel,Form,
Schädelfragment,Schädel,Fragment,
Schädelfraktur,Schädel,Fraktur,
Schädelfund,Schädel,Fund,19.0
Schädelhöhle,Schädel,Höhle,
Schädelkalotte,Schädel,Kalotte,
Schädelknochen,Schädel,Knochen,17.0
Schädelnaht,Schädel,Naht,
Schädelprellung,Schädel,Prellung,19.0
Schädelstätte,Schädel,Stätte,
Schädelteil,Schädel,Teil,
Schädelverletzung,Schädel,Verletzung,
Schädigungsabsicht,Schädigung,Absicht,
Schädlingsbefall,Schädling,Befall,15.0
Schädlingsbekämpfung,Schädling,Bekämpfung,15.0
Schädlingsbekämpfungsmittel,Schädlingsbekämpfung,Mittel,
Schäfchenwolke,Schäfchen,Wolke,
Schäferdichtung,Schäfer,Dichtung,
Schäferhof,Schäfer,Hof,19.0
Schäferhund,Schäfer,Hund,15.0
Schäferhundeverein,Schäferhund,Verein,
Schäferhundmischling,Schäferhund,Mischling,
Schäferroman,Schäfer,Roman,
Schäferspiel,Schäfer,Spiel,
Schäferstündchen,Schäfer,Stündchen,
Schälerzeugnis,schälen,Erzeugnis,
Schälmesser,schälen,Messer,
Schälrippchen,schälen,Rippchen,
Schärenküste,Schäre,Küste,
Schärfentiefe,Schärfe,Tiefe,17.0
Schärfmaschine,schärfen,Maschine,
Schärfmesser,schärfen,Messer,
Schätzfehler,schätzen,Fehler,
Schätzfunktion,schätzen,Funktion,
Schätzpreis,schätzen,Preis,
Schätzwert,schätzen,Wert,17.0
Schöffenamt,Schöffe,Amt,19.0
Schöffengericht,Schöffe,Gericht,18.0
Schöffenstuhl,Schöffe,Stuhl,18.0
Schöffenwahl,Schöffe,Wahl,19.0
Schöffenwahlausschuss,Schöffenwahl,Ausschuss,
Schöllkraut,Schöll,Kraut,
Schönbär,schön,Bär,
Schöngeist,schön,Geist,
Schönheitsbehandlung,Schönheit,Behandlung,19.0
Schönheitschirurg,Schönheit,Chirurg,18.0
Schönheitschirurgie,Schönheit,Chirurgie,19.0
Schönheitsempfinden,Schönheit,Empfinden,18.0
Schönheitsfarm,Schönheit,Farm,
Schönheitsfehler,Schönheit,Fehler,17.0
Schönheitsfleck,Schönheit,Fleck,
Schönheitsideal,Schönheit,Ideal,16.0
Schönheitsindustrie,Schönheit,Industrie,
Schönheitskonkurrenz,Schönheit,Konkurrenz,
Schönheitskorrektur,Schönheit,Korrektur,
Schönheitskur,Schönheit,Kur,
Schönheitsnorm,Schönheit,Norm,
Schönheitsoperation,Schönheit,Operation,
Schönheitspflege,Schönheit,Pflege,17.0
Schönheitspreis,Schönheit,Preis,
Schönheitsreparatur,Schönheit,Reparatur,19.0
Schönheitssalon,Schönheit,Salon,19.0
Schönheitsschlaf,Schönheit,Schlaf,
Schönheitssinn,Schönheit,Sinn,
Schönheitsvorstellung,Schönheit,Vorstellung,
Schönheitswahn,Schönheit,Wahn,17.0
Schönheitswettbewerb,Schönheit,Wettbewerb,19.0
Schönrederei,schön,Rederei,
Schönredner,schön,Redner,
Schönrednerei,schön,Rednerei,17.0
Schönschreiber,schön,Schreiber,
Schönschrift,schön,Schrift,18.0
Schönwetter,schön,Wetter,19.0
Schöpfergeist,Schöpfer,Geist,
Schöpfergott,Schöpfer,Gott,
Schöpferkraft,Schöpfer,Kraft,
Schöpfkelle,schöpfen,Kelle,19.0
Schöpflöffel,schöpfen,Löffel,
Schöpfungsakt,Schöpfung,Akt,
Schöpfungsbericht,Schöpfung,Bericht,18.0
Schöpfungsgeschichte,Schöpfung,Geschichte,16.0
Schöpfungsglaube,Schöpfung,Glaube,19.0
Schöpfungshöhe,Schöpfung,Höhe,17.0
Schöpfungskraft,Schöpfung,Kraft,
Schöpfungslehre,Schöpfung,Lehre,
Schöpfungsmythe,Schöpfung,Mythe,
Schöpfungsmythos,Schöpfung,Mythos,19.0
Schöpfungsordnung,Schöpfung,Ordnung,
Schöpfungsplan,Schöpfung,Plan,
Schöpfungsprozess,Schöpfung,Prozess,
Schöpfungstag,Schöpfung,Tag,16.0
Schöpfwerk,schöpfen,Werk,
Schülerarbeit,Schüler,Arbeit,17.0
Schüleraufsatz,Schüler,Aufsatz,
Schüleraustausch,Schüler,Austausch,13.0
Schüleraustauschprogramm,Schüleraustausch,Programm,17.0
Schülerausweis,Schüler,Ausweis,15.0
Schülerband,Schüler,Band,16.0
Schülerbeförderung,Schüler,Beförderung,14.0
Schülerbetreuung,Schüler,Betreuung,
Schülercafé,Schüler,Café,17.0
Schülerchor,Schüler,Chor,19.0
Schülerfahrt,Schüler,Fahrt,18.0
Schülerfirma,Schüler,Firma,13.0
Schülerfrage,Schüler,Frage,19.0
Schülerförderung,Schüler,Förderung,18.0
Schülergeneration,Schüler,Generation,17.0
Schülergruppe,Schüler,Gruppe,14.0
Schülerheim,Schüler,Heim,18.0
Schülerhilfe,Schüler,Hilfe,18.0
Schülerhort,Schüler,Hort,
Schülerinitiative,Schüler,Initiative,17.0
Schülerkalender,Schüler,Kalender,17.0
Schülerklasse,Schüler,Klasse,
Schülerklub,Schüler,Klub,
Schülerkonzert,Schüler,Konzert,19.0
Schülerkreise,Schüler,Kreise,
Schülerladen,Schüler,Laden,19.0
Schülerleben,Schüler,Leben,17.0
Schülerleistung,Schüler,Leistung,19.0
Schülerlotse,Schüler,Lotse,17.0
Schülermagazin,Schüler,Magazin,
Schülermangel,Schüler,Mangel,
Schülermannschaft,Schüler,Mannschaft,
Schülermeisterschaft,Schüler,Meisterschaft,19.0
Schülermitbestimmung,Schüler,Mitbestimmung,19.0
Schülermitverantwortung,Schüler,Mitverantwortung,15.0
Schülermitverwaltung,Schüler,Mitverwaltung,18.0
Schülermonatskarte,Schüler,Monatskarte,17.0
Schülerorganisation,Schüler,Organisation,
Schülerparlament,Schüler,Parlament,16.0
Schülerperspektive,Schüler,Perspektive,17.0
Schülerprojekt,Schüler,Projekt,17.0
Schülerrat,Schüler,Rat,14.0
Schülerreise,Schüler,Reise,19.0
Schülerschar,Schüler,Schar,
Schülerseite,Schüler,Seite,19.0
Schülersprecher,Schüler,Sprecher,14.0
Schülerstreich,Schüler,Streich,
Schülerteam,Schüler,Team,16.0
Schülertransport,Schüler,Transport,
Schülertreff,Schüler,Treff,
Schülerunion,Schüler,Union,
Schülerunternehmen,Schüler,Unternehmen,15.0
Schülerverbindung,Schüler,Verbindung,
Schülerverhalten,Schüler,Verhalten,
Schülerverkehr,Schüler,Verkehr,16.0
Schülervertreter,Schüler,Vertreter,14.0
Schülervertretung,Schüler,Vertretung,13.0
Schülerverwaltung,Schüler,Verwaltung,
Schülervorstellung,Schüler,Vorstellung,
Schülerwettbewerb,Schüler,Wettbewerb,14.0
Schülerwohnheim,Schüler,Wohnheim,
Schülerzahl,Schüler,Zahl,14.0
Schülerzeit,Schüler,Zeit,
Schülerzeitschrift,Schüler,Zeitschrift,18.0
Schülerzeitung,Schüler,Zeitung,12.0
Schürfrecht,schürfen,Recht,
Schürfwunde,schürfen,Wunde,18.0
Schürhaken,schüren,Haken,
Schürzenjäger,Schürze,Jäger,
Schüsselrand,Schüssel,Rand,19.0
Schüttelfrost,schütteln,Frost,15.0
Schüttellähmung,schütteln,Lähmung,
Schüttelreim,schütteln,Reim,
Schüttgut,schütten,Gut,
Schützenbruder,Schütze,Bruder,
Schützenbruderschaft,Schütze,Bruderschaft,19.0
Schützenbund,Schütze,Bund,
Schützenfest,Schütze,Fest,15.0
Schützengesellschaft,Schütze,Gesellschaft,
Schützengilde,Schütze,Gilde,19.0
Schützengraben,Schütze,Graben,18.0
Schützenhalle,Schütze,Halle,
Schützenhaus,Schütze,Haus,18.0
Schützenhilfe,Schütze,Hilfe,19.0
Schützenkompanie,Schütze,Kompanie,
Schützenkorps,Schütze,Korps,
Schützenkönig,Schütze,König,19.0
Schützenlinie,Schütze,Linie,
Schützenpanzer,Schütze,Panzer,19.0
Schützenpanzerwagen,Schütze,Panzerwagen,
Schützenplatz,Schütze,Platz,17.0
Schützenregiment,Schütze,Regiment,
Schützenscheibe,Schütze,Scheibe,
Schützentradition,Schütze,Tradition,
Schützenverband,Schütze,Verband,
Schützenverein,Schütze,Verein,17.0
Schützenwesen,Schütze,wesen,
Scorekarte,Score,Karte,19.0
Scotchterrier,scotch,Terrier,
Screendesign,Screen,Design,19.0
Screeningverfahren,Screening,Verfahren,17.0
Screenreader,Screen,Reader,13.0
Screenshot,Screen,Shot,14.0
Scrollbalken,scrollen,Balken,17.0
Scrollrad,scrollen,Rad,19.0
Searchengine,Search,Engine,
Sechseck,sechs,Eck,18.0
Sechserpack,sechs,Pack,
Sechserreihe,sechs,Reihe,
Sechskampf,sechs,Kampf,
Sechslingsgeburt,Sechsling,Geburt,
Sechszylinder,sechs,Zylinder,
Sechszylindermodell,Sechszylinder,Modell,
Sechszylindermotor,Sechszylinder,Motor,
Sechzehntelfinale,Sechzehntel,Finale,19.0
Sechzehntelnote,Sechzehntel,Note,
Sechzigerjahre,sechzig,Jahre,17.0
Secondhandladen,Secondhand,Laden,
Sedimentablagerung,Sediment,Ablagerung,
Sedimentgestein,Sediment,Gestein,
Sedimentprobe,Sediment,Probe,
Sedimentschicht,Sediment,Schicht,
Sedimentärquarzit,sedimentär,Quarzit,
Seeabenteuer,See,Abenteuer,
Seeadler,See,Adler,16.0
Seeamt,See,Amt,
Seeanemone,See,Anemone,19.0
Seeaufklärer,See,Aufklärer,
Seebad,See,Bad,16.0
Seebeben,See,Beben,17.0
Seebecken,See,Becken,19.0
Seebestattung,See,Bestattung,17.0
Seebinse,See,Binse,
Seeblick,See,Blick,17.0
Seeblockade,See,Blockade,
Seeboden,See,Boden,
Seebrücke,See,Brücke,19.0
Seeburg,See,Burg,
Seebäderschiff,Seebad,Schiff,
Seebär,See,Bär,
Seebühne,See,Bühne,17.0
Seedeich,See,Deich,
Seefahrer,See,Fahrer,17.0
Seefahrernation,Seefahrer,Nation,
Seefahrerromantik,Seefahrer,Romantik,
Seefahrt,See,Fahrt,16.0
Seefahrtschule,Seefahrt,Schule,
Seefahrtsmuseum,Seefahrt,Museum,
Seefahrzeug,See,Fahrzeug,
Seefeder,See,Feder,
Seefernaufklärer,See,Fernaufklärer,
Seefestspiele,See,Festspiele,
Seefestung,See,Festung,
Seefisch,See,Fisch,17.0
Seefischerei,See,Fischerei,
Seefläche,See,Fläche,19.0
Seeforelle,See,Forelle,
Seefracht,See,Fracht,
Seefrau,See,Frau,
Seefrosch,See,Frosch,
Seefunk,See,Funk,
Seegang,See,Gang,
Seegefecht,See,Gefecht,
Seegeruch,See,Geruch,
Seegras,See,Gras,17.0
Seegraswiese,Seegras,Wiese,
Seegrenze,See,Grenze,19.0
Seegrotte,See,Grotte,
Seegrund,See,Grund,19.0
Seegrundstück,See,Grundstück,
Seegurke,See,Gurke,
Seegüterkontrolleur,Seegut,Kontrolleur,
Seehafen,See,Hafen,
Seehandel,See,Handel,
Seehase,See,Hase,
Seehecht,See,Hecht,
Seeheld,See,Held,
Seeherrschaft,See,Herrschaft,
Seehotel,See,Hotel,18.0
Seehund,See,Hund,17.0
Seehundbank,Seehund,Bank,
Seehundstation,Seehund,Station,18.0
Seehöhe,See,Höhe,19.0
Seeigel,See,Igel,19.0
Seejungfrau,See,Jungfrau,
Seekabel,See,Kabel,19.0
Seekadett,See,Kadett,
Seekalk,See,Kalk,
Seekampf,See,Kampf,
Seekanal,See,Kanal,
Seekanne,See,Kanne,
Seekarte,See,Karte,
Seekatze,See,Katze,
Seeklima,See,Klima,
Seekrankheit,See,Krankheit,
Seekreide,See,Kreide,
Seekrieg,See,Krieg,
Seekriegsflotte,Seekrieg,Flotte,
Seekriegsführung,See,Kriegsführung,
Seekriegsgeschichte,Seekrieg,Geschichte,
Seekuh,See,Kuh,19.0
Seeküste,See,Küste,
Seelachs,See,Lachs,19.0
Seelachsfilet,Seelachs,Filet,19.0
Seelage,See,Lage,19.0
Seelenfrieden,Seele,Frieden,19.0
Seelenheil,Seele,Heil,17.0
Seelenklempner,Seele,Klempner,
Seelenkraft,Seele,Kraft,
Seelenleben,Seele,Leben,17.0
Seelenlehre,Seele,Lehre,
Seelenmesse,Seele,Messe,
Seelennot,Seele,Not,
Seelenpein,Seele,Pein,
Seelenqual,Seele,Qual,
Seelenregung,Seele,Regung,
Seelenruhe,Seele,Ruhe,19.0
Seelenschau,Seele,Schau,
Seelenschmerz,Seele,Schmerz,
Seelenstärke,Seele,Stärke,
Seelenteil,Seele,Teil,
Seelentiefe,Seele,Tiefe,
Seelenverfassung,Seele,Verfassung,
Seelenverwandtschaft,Seele,Verwandtschaft,
Seelenwanderung,Seele,Wanderung,
Seelenwelt,Seele,Welt,
Seelenzustand,Seele,Zustand,19.0
Seeleopard,See,Leopard,
Seeleute,See,Leute,16.0
Seelilie,See,Lilie,
Seelsorge,Seele,Sorge,12.0
Seelsorgeamt,Seelsorge,Amt,19.0
Seelsorgeeinheit,Seelsorge,Einheit,18.0
Seeluft,See,Luft,17.0
Seelöwe,See,Löwe,
Seemacht,See,Macht,19.0
Seemann,See,Mann,15.0
Seemannsamt,Seemann,Amt,
Seemannsbraut,Seemann,Braut,
Seemannsgarn,Seemann,Garn,17.0
Seemannsheim,Seemann,Heim,
Seemannsknoten,Seemann,Knoten,
Seemannslied,Seemann,Lied,
Seemannsmission,Seemann,Mission,19.0
Seemannssprache,Seemann,Sprache,
Seemanöver,See,Manöver,
Seemaus,See,Maus,
Seemeile,See,Meile,18.0
Seemine,See,Mine,
Seemitte,See,Mitte,19.0
Seemöwe,See,Möwe,
Seenadel,See,Nadel,
Seengebiet,See,Gebiet,19.0
Seenkette,See,Kette,19.0
Seenlandschaft,See,Landschaft,15.0
Seenot,See,Not,17.0
Seenotfall,See,Notfall,
Seenotkreuzer,Seenot,Kreuzer,
Seenotretter,Seenot,Retter,18.0
Seenotrettung,Seenot,Rettung,15.0
Seenotrettungsdienst,Seenot,Rettungsdienst,
Seenotrettungskreuzer,Seenotrettung,Kreuzer,19.0
Seenotsignal,Seenot,Signal,
Seenplatte,See,Platte,14.0
Seenähe,See,Nähe,
Seeoberfläche,See,Oberfläche,
Seeoffizier,See,Offizier,
Seeohr,See,Ohr,
Seeohrenschnecke,Seeohr,Schnecke,
Seeoperation,See,Operation,
Seeotter,See,Otter,
Seepapagei,See,Papagei,
Seepferd,See,Pferd,
Seepferdchen,See,Pferdchen,15.0
Seepocke,See,Pocke,
Seepromenade,See,Promenade,
Seeraum,See,Raum,
Seeraumüberwachung,Seeraum,Überwachung,
Seerecht,See,Recht,
Seerechtsübereinkommen,Seerecht,Übereinkommen,
Seereederei,See,Reederei,
Seeregenpfeifer,See,Regenpfeifer,
Seereise,See,Reise,16.0
Seerepublik,See,Republik,
Seerestaurant,See,Restaurant,
Seeringelwurm,See,Ringelwurm,
Seerose,See,Rose,17.0
Seerosenbild,Seerose,Bild,
Seerosenblatt,Seerose,Blatt,
Seerosengewächs,Seerose,Gewächs,
Seerosenteich,Seerose,Teich,
Seeroute,See,Route,
Seeräuber,See,Räuber,17.0
Seesack,See,Sack,
Seesaibling,See,Saibling,
Seescheide,See,Scheide,
Seeschiff,See,Schiff,
Seeschifffahrt,See,Schifffahrt,17.0
Seeschlacht,See,Schlacht,
Seeschlange,See,Schlange,19.0
Seeschloss,See,Schloss,
Seeschwalbe,See,Schwalbe,
Seeseite,See,Seite,19.0
Seesieg,See,Sieg,
Seeskorpion,See,Skorpion,
Seesoldat,See,Soldat,
Seespiegel,See,Spiegel,
Seespinne,See,Spinne,
Seestadt,See,Stadt,17.0
Seestern,See,Stern,18.0
Seestier,See,Stier,
Seestraße,See,Straße,18.0
Seestreitkraft,See,Streitkraft,
Seestreitkräfte,See,Streitkräfte,
Seestreitmacht,See,Streitmacht,
Seesturm,See,Sturm,
Seestück,See,Stück,
Seetag,See,Tag,
Seetang,See,Tang,19.0
Seetaucher,See,Taucher,
Seetauglichkeit,See,Tauglichkeit,
Seeterrasse,See,Terrasse,
Seeteufel,See,Teufel,19.0
Seetier,See,Tier,
Seetransport,See,Transport,
Seeufer,See,Ufer,17.0
Seeunfall,See,Unfall,
Seeungeheuer,See,Ungeheuer,
Seeverbindung,See,Verbindung,
Seeverkehr,See,Verkehr,16.0
Seeverkehrswirtschaft,Seeverkehr,Wirtschaft,
Seevermessung,See,Vermessung,
Seevogel,See,Vogel,
Seevolk,See,Volk,
Seewache,See,Wache,
Seewalze,See,Walze,
Seewarte,See,Warte,
Seewasser,See,Wasser,
Seeweg,See,Weg,16.0
Seewesen,See,wesen,
Seewetterbericht,See,Wetterbericht,
Seewind,See,Wind,
Seewolf,See,Wolf,19.0
Seezeichen,See,Zeichen,19.0
Seeziel,See,Ziel,
Seezielflugkörper,Seeziel,Flugkörper,
Seezugang,See,Zugang,17.0
Seezunge,See,Zunge,19.0
Seeüberwachung,See,Überwachung,
Segelausflug,segeln,Ausflug,
Segelboot,Segel,Boot,16.0
Segelerfahrung,segeln,Erfahrung,19.0
Segelfalter,Segel,Falter,
Segelfan,segeln,Fan,
Segelfliegen,Segel,Fliegen,19.0
Segelflieger,Segel,Flieger,17.0
